-1.207052 -1.533952 -1.279095 -1.313600 -0.679571 -1.030260 -1.273601 -0.934178 -0.145482 -0.356455 -0.838033 -0.499662 -1.199107 -1.524405 -1.522942 -1.364565 -0.378086 -0.632643 -0.791765 -0.563513 0.525847 0.081278 -0.299309 -0.342444 -0.678159 -1.303261 -1.456599 -1.253772 0.145344 -0.194404 -0.488894 -0.244914 0.833783 0.696247 0.296446 -0.242648
-0.107997 -0.389712 -1.219108 -1.260105 -0.089204 -0.372631 -1.213453 -1.254825 -0.664141 -0.356455 -1.197862 -1.242717 0.119016 -0.383241 -1.343158 -1.311374 0.138151 -0.369659 -1.509272 -1.306543 -0.142598 -0.356873 -1.316180 -1.293735 0.054642 -0.380850 -1.576362 -1.253772 0.071447 -0.369770 -1.384986 -1.248205 -0.431449 -0.358229 -1.144230 -1.248291
-0.107997 -0.565749 -1.459056 -1.260105 -0.089204 -0.372631 -1.454045 -1.254825 -0.367764 -0.356455 -1.197862 -1.242717 -0.173900 -0.383241 -1.103446 -1.098609 -0.156841 -0.369659 -1.090726 -1.094249 -0.142598 -0.181613 -1.076917 -1.082337 0.054642 -0.380850 -1.396718 -1.253772 -0.224139 -0.194404 -1.146028 -0.878571 -0.208173 -0.358229 -0.904117 -0.877791
1.430679 0.974573 0.640488 0.398239 1.755693 1.205677 0.891720 0.401851 1.780967 1.397105 0.661255 0.402619 1.656825 1.196832 0.934107 0.443941 2.055600 1.383564 0.942209 0.444885 2.382640 1.395729 1.255906 0.608848 1.666804 1.024730 0.818898 0.282067 1.697174 1.033153 1.124072 0.494353 2.099015 1.267422 1.376952 0.286638
-0.181268 0.842546 0.580501 0.505229 -0.458183 0.504206 0.590981 0.241528 -0.738235 0.520325 0.841170 0.508769 -0.466816 0.143450 0.514611 0.337558 -0.451834 0.331630 0.762833 0.338737 -0.439685 0.563243 0.777378 0.344600 -0.165198 0.849033 0.878780 0.599827 -0.445829 0.682422 0.885114 0.388743 -0.431449 0.871993 0.896727 0.604209
-0.254538 1.282638 1.060397 0.933189 -0.236796 1.293360 1.372903 0.936263 -0.219576 1.309427 1.680771 0.933372 -0.173900 1.240722 1.473459 0.816281 -0.156841 1.252072 1.480339 0.816400 -0.439685 1.264284 1.495170 0.820246 -0.165198 1.200428 1.178187 0.758707 -0.445829 1.208519 1.482509 0.758376 -0.431449 1.618914 1.497008 0.974709
-1.280322 -0.741786 -0.919174 -0.243701 -1.269938 -0.547999 -0.912714 -0.239443 -0.960518 -0.356455 -0.418232 -0.446587 -1.272336 -0.602696 -0.564094 -0.407121 -1.263062 -0.457320 -0.552596 -0.404293 -0.959587 0.037463 -0.119861 -0.183895 -1.410960 -0.556547 -0.618258 -0.353452 -1.406486 -0.369770 -0.608373 -0.139305 -1.175703 0.037200 -0.123751 -0.136791
0.111814 0.842546 0.640488 0.184259 -0.163000 0.679574 0.109799 0.027763 0.447272 0.695681 0.121512 -0.181210 0.045787 1.196832 1.173819 0.603515 -0.156841 0.989089 0.882417 0.391811 -0.439685 0.387983 0.358666 -0.131045 -0.091918 0.980806 0.938661 0.440947 -0.076346 0.813947 0.944853 0.441548 -0.357024 0.256882 0.176389 -0.189719
1.357409 0.842546 0.280566 0.130764 1.091530 0.679574 0.290242 -0.079119 1.114119 0.695681 0.301426 -0.075059 0.704848 0.494577 0.035187 -0.194355 1.096876 0.857597 0.583456 -0.191998 1.417108 1.045208 0.597930 0.027503 1.227123 0.892957 0.279965 -0.088653 1.253794 0.726264 0.526677 0.124719 1.280335 0.915930 0.536558 0.339566
-0.107997 1.018582 1.120383 0.505229 -0.089204 0.854942 1.132311 0.508734 0.150895 0.871037 1.141027 0.508769 0.119016 0.845704 1.113891 0.497132 -0.156841 0.857597 1.121586 0.497958 0.154489 0.869948 1.136274 0.714547 0.054642 1.112579 1.058424 0.493907 0.071447 0.901629 0.765635 0.494353 0.089529 1.135613 0.776671 0.498352
1.357409 1.238629 0.820449 0.130764 1.091530 0.679574 0.530833 0.134645 1.114119 0.871037 0.841170 0.296468 1.070993 0.845704 0.574539 0.231176 1.096876 0.857597 0.583456 0.020296 1.417108 0.869948 0.597930 0.238901 1.227123 1.112579 0.759017 0.335027 0.958207 0.726264 0.287719 0.124719 0.982634 0.740184 0.296446 0.127852
-0.694160 0.446463 0.700475 0.237754 -0.900958 0.460365 0.169946 0.241528 -0.886424 0.081935 0.181483 -0.181210 -0.979420 0.143450 0.274899 -0.087973 -1.189314 -0.019015 0.045326 -0.245072 -1.182402 -0.181613 -0.179677 -0.078196 -0.751439 0.146243 0.040439 0.017267 -1.037003 -0.194404 -0.190196 -0.403328 -1.026853 -0.006737 -0.183779 -0.189719
1.357409 1.018582 0.820449 0.291249 1.386713 1.030309 1.132311 0.294969 1.410496 0.871037 1.141027 0.137242 1.070993 0.845704 0.574539 0.018410 1.391868 0.857597 0.822625 0.232590 1.417108 1.045208 0.597930 0.238901 1.227123 0.717260 0.519491 -0.088653 1.253794 0.901629 0.526677 0.124719 1.578037 1.135613 0.536558 0.127852
-0.767430 0.314435 0.280566 0.237754 -1.048550 0.153471 0.290242 0.241528 -1.034612 0.344969 0.301426 0.243393 -0.759733 0.538468 0.754323 0.337558 -1.263062 0.156308 0.523664 0.126443 -0.959587 0.168908 0.059587 0.133202 -0.751439 0.497638 0.639254 0.176147 -0.963106 0.024802 0.108501 0.019110 -0.952427 0.037200 0.356474 0.180781
-0.107997 -0.565749 -1.459056 -1.420590 -0.089204 -0.547999 -1.454045 -1.415149 -0.367764 -0.356455 -1.437748 -1.401943 -0.466816 -0.383241 -1.522942 -1.311374 -0.451834 -0.501151 -1.509272 -1.518838 -0.439685 -0.663578 -1.734892 -1.293735 -0.238478 -0.556547 -1.576362 -1.465611 -0.224139 -0.545135 -1.384986 -1.459424 -0.431449 -0.533975 -1.384342 -1.460005
-0.694160 0.226417 0.700475 0.612219 -1.196142 -1.074102 0.410538 1.630998 -1.405083 -2.285371 0.961113 2.419482 -0.686504 0.319013 0.514611 0.284367 -0.673078 -0.019015 0.523664 0.497958 -0.662500 -0.838838 0.059587 0.873096 -0.751439 0.146243 0.279965 0.493907 -0.150243 0.682422 0.586417 0.494353 -0.133748 0.169009 0.056333 0.021995
0.404895 0.666509 0.340553 0.184259 0.427367 0.854942 0.651129 0.188086 0.150895 0.695681 0.361398 0.031091 0.338703 1.372395 1.173819 0.763089 0.359395 1.383564 1.181378 0.975620 0.080217 1.220469 0.897010 0.397450 0.201202 1.376125 1.238069 1.023506 0.219241 1.383884 1.542248 0.811181 0.238380 1.399232 1.256896 0.815924
1.357409 1.018582 0.580501 0.237754 1.386713 1.030309 0.590981 0.241528 1.410496 0.871037 0.601284 0.243393 1.510367 0.889595 0.514611 0.497132 1.539364 1.120580 0.523664 0.338737 1.268564 0.913763 0.777378 0.133202 1.666804 0.849033 0.339846 0.176147 1.327691 0.857788 0.347459 0.019110 1.726888 0.871993 0.656614 0.021995
-0.181268 0.490472 0.580501 0.505229 -0.458183 0.504206 0.831572 0.241528 -1.034612 -0.005743 0.061540 0.031091 0.338703 0.538468 0.274899 0.337558 -0.451834 0.550783 0.045326 0.497958 -0.959587 0.344168 0.538114 0.344600 0.127922 0.849033 1.178187 0.599827 -0.741416 0.507057 0.646156 0.388743 -1.250129 0.037200 -0.123751 0.180781
